id,topico,subtopico,dificuldade_fase3,nota,stem,correct_answer_index,gemma2:2b,phi4-mini:latest,llama3.2:3b,n_modelos_corretos,dificuldade_estimada
80d9d9002a-f0-d0-r12-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Difícil,0.85,"Um sistema de offloading passou a apresentar desvio gradual entre campanhas: a perda de carga da linha aumentou, o fator do medidor tem mostrado maior dispersão entre verificações e há suspeita de corrosão interna combinada com incrustação em trechos de difícil acesso. Qual estratégia de integridade oferece o diagnóstico mais útil para sustentar a confiabilidade metrológica do sistema?",3,True,True,True,3,Fácil
80d9d9002a-f0-d0-r12-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.9,"Um FPSO precisa definir a concepção de uma medição fiscal de gás para transferência de custódia. As alternativas tecnológicas em análise são placa de orifício, turbina e ultrassônico. O histórico operacional mostra possibilidade de arraste ocasional de líquido e perturbações de perfil geradas por elementos a montante. Qual premissa de projeto melhor orienta a escolha?",1,True,True,True,3,Fácil
80d9d9002a-f0-d0-r13-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.87,"Durante o detalhamento do sistema de medição fiscal para offloading de um FPSO, a equipe identificou dois problemas recorrentes em campanhas anteriores: dificuldade de desconexão quando o navio aliviador perde posicionamento e desgaste prematuro do mangote por flexão excessiva na região de interface. Qual solução de arranjo físico ataca simultaneamente esses dois mecanismos sem transferir esforços indevidos ao trecho medido?",2,True,True,True,3,Fácil
80d9d9002a-f0-d0-r13-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.91,"Em um sistema de medição fiscal de óleo no offloading de um FPSO, a linha pode apresentar, nos transientes de partida e de deslocamento, água livre no trecho inferior da tubulação e bolhas de gás dispersas. Entre as especificações abaixo, qual melhor atende aos critérios de escolha da tecnologia de medição?",3,True,True,True,3,Fácil
80d9d9002a-f0-d0-r13-q3,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.92,"Na revisão de layout, o medidor fiscal foi posicionado logo após uma mudança de direção e antes de um trecho em que a tubulação desce em direção ao mangote. Simulações indicaram acúmulo preferencial de água na parte inferior da linha nessa região. Qual ajuste de projeto mais contribui para preservar a integridade metrológica?",2,True,True,True,3,Fácil
80d9d9002a-f0-d0-r13-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.9,"Após um período sem intervenções, um FPSO passou a registrar divergências recorrentes entre a medição fiscal no offloading e os balanços do navio aliviador. A calibração do medidor permanece válida, mas há suspeita de deterioração na linha de transferência e de alteração do escoamento. Qual ação de integridade fornece a base técnica mais robusta para investigar a causa sem se limitar aos pontos acessíveis externamente?",0,True,True,True,3,Fácil
80d9d9002a-f0-d0-r14-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.91,"Em um FPSO, o conjunto de medição fiscal foi conectado ao mangote de offloading por flanges convencionais. Em campanhas recentes, houve dificuldade de desconexão em emergência, desgaste acelerado do mangote e indícios de esforços mecânicos chegando ao trecho medido quando o navio aliviador saía da posição ideal. Qual revisão de arranjo tende a atacar o problema de forma mais consistente?",3,True,True,True,3,Fácil
80d9d9002a-f0-d0-r14-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.93,"Na revisão do layout de um skid de medição fiscal de óleo para offloading, propõe-se instalar o medidor logo após uma curva da linha e em um ponto baixo, onde a montagem estrutural é mais simples. A corrente é suscetível a arraste de água residual durante o deslocamento da linha. Qual avaliação é mais adequada?",1,True,True,True,3,Fácil
80d9d9002a-f0-d0-r14-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.82,"Uma equipe quer padronizar a medição fiscal de um FPSO para reduzir sobressalentes. A solução deve atender a uma linha de petróleo para offloading e a uma linha de gás em transferência de custódia, sem desconsiderar o regime de escoamento na instalação. Qual alternativa melhor atende a esse objetivo?",2,True,True,True,3,Fácil
80d9d9002a-f0-d0-r14-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.92,"Em um projeto conceitual, para economizar suportes, sugeriu-se prender rigidamente o trecho de medição fiscal ao conjunto de interface com o mangote, deixando a articulação concentrada apenas no ponto de conexão ao navio aliviador. Sob ação de movimentos relativos entre FPSO e aliviador, qual risco técnico justifica rever essa solução?",0,True,True,True,3,Fácil
80d9d9002a-f0-d0-r14-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.91,"Após alguns anos de operação, a medição fiscal na linha de transferência passa a mostrar maior variabilidade entre campanhas, sem evidência clara de falha do medidor em bancada. Há suspeita de corrosão interna, incrustação e pequenas deformações ao longo do trecho até o ponto de offloading. Qual abordagem de integridade oferece a melhor base para decidir intervenções sem se limitar aos componentes acessíveis do skid?",3,True,True,True,3,Fácil
80d9d9002a-f0-d0-r15-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.93,"Em uma modificação no sistema de offloading de um FPSO, foi proposto substituir o acoplamento articulado entre a linha de transferência e o mangote por uma conexão flangeada rígida, instalada logo após o skid de medição fiscal, para simplificar montagem e reduzir componentes. Considerando segurança operacional e integridade metrológica, qual avaliação é mais adequada?",1,True,False,False,1,Difícil
80d9d9002a-f0-d0-r15-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Fácil,0.94,"Durante o detalhamento do layout da linha de offloading, a equipe precisa definir o posicionamento do medidor fiscal em relação a curvas, pontos baixos e à interface com o mangote. Qual arranjo tende a produzir uma medição mais representativa da corrente transferida?",0,True,True,True,3,Fácil
80d9d9002a-f0-d0-r15-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.92,"Uma operação de offloading apresenta, após o deslocamento da linha, pequenas quantidades de água e gás dispersos no óleo durante o início da transferência. A equipe deve selecionar a tecnologia de medição fiscal de óleo entre as convencionalmente aceitas. Qual critério de decisão é mais robusto para esse cenário?",2,True,True,True,3,Fácil
80d9d9002a-f0-d0-r15-q3,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.89,"Em um projeto de FPSO, a equipe de engenharia quer padronizar a filosofia de medição fiscal usando a mesma família de medidores para óleo e gás, com o argumento de simplificar manutenção e sobressalentes. Para a linha fiscal de gás, qual posicionamento técnico é mais consistente?",2,True,False,False,1,Difícil
80d9d9002a-f0-d0-r15-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Difícil,0.93,"Nos testes de deslocamento da linha de offloading, verificou-se que vazões mais elevadas aumentam o resíduo instantâneo de água/TOG no início do processo, mas reduzem o tempo de decaimento desse conteúdo indesejado. Considerando os impactos sobre medição fiscal e qualidade do fluido transferido, qual decisão de projeto e operação é mais adequada?",3,True,True,True,3,Fácil
80d9d9002a-f0-d0-r15-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.92,"Meses após a partida de um sistema de transferência de custódia, a dispersão entre a medição fiscal e os indicadores de inventário aumentou gradualmente. Não há indícios visuais de vazamento externo, e parte da tubulação de transferência é de difícil acesso. Qual ação técnica melhor investiga uma causa física do desvio e contribui para a prevenção de novas perdas de desempenho?",1,True,True,True,3,Fácil
80d9d9002a-f0-d0-r16-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.9,"Durante campanhas de offloading em um FPSO, a equipe relata dois problemas recorrentes na interface com o navio aliviador: dificuldade de desconexão em emergência quando o posicionamento relativo degrada e desgaste prematuro das camadas externas do mangote por dobramento. Qual modificação de projeto tende a atacar as duas causas de forma mais direta sem penalizar a transferência de custódia?",3,False,False,True,1,Difícil
80d9d9002a-f0-d0-r16-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.93,"Na revisão de layout de um sistema de medição fiscal de offloading, verificou-se que o medidor de óleo foi previsto logo após um trecho sujeito a segregação água/óleo e próximo da região em que o mangote muda de direção para acompanhar o movimento relativo entre as embarcações. Se o objetivo é preservar a exatidão metrológica, qual ajuste de instalação é mais consistente?",1,True,True,True,3,Fácil
80d9d9002a-f0-d0-r16-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.83,"Um projeto de offloading precisa definir a tecnologia de medição fiscal de óleo em uma linha que, durante parte da operação, pode carregar pequenas quantidades de água e gás dispersos em função do procedimento de deslocamento. Além da transferência de custódia exigir indicação volumétrica, a equipe quer evitar escolhas que se tornem sensíveis à instalação. Qual proposta está mais alinhada aos critérios de seleção e integridade metrológica?",0,True,False,False,1,Difícil
80d9d9002a-f0-d0-r16-q3,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.92,"Em testes de deslocamento da linha de offloading, simulações indicaram que a água residual tende a se concentrar na parte inferior da tubulação; em vazões maiores, essa preferência diminui, mas o resíduo instantâneo na linha pode aumentar antes de decair mais rapidamente. Para definir o trecho de medição e o procedimento operacional, qual decisão é mais robusta?",3,True,False,True,2,Média
80d9d9002a-f0-d0-r16-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Fácil,0.93,"Na medição fiscal de gás em uma linha associada à unidade, três tecnologias são consideradas aceitáveis pelo projeto. Contudo, o ponto inicialmente escolhido fica após uma perturbação hidráulica que distorce o perfil de velocidade. Qual encaminhamento técnico melhor preserva a confiabilidade da transferência de custódia?",1,True,True,True,3,Fácil
80d9d9002a-f0-d0-r16-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.92,"Após meses de operação, surgem desvios recorrentes entre o volume medido no FPSO e o volume recebido no sistema de alívio, sem evidência imediata de vazamento externo. A engenharia suspeita de degradação interna da linha de transferência e de alterações geométricas que possam afetar a medição. Qual estratégia de integridade oferece o diagnóstico mais completo para sustentar manutenção preventiva e confiabilidade metrológica?",2,True,True,True,3,Fácil
80d9d9002a-f0-d0-r17-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.92,"Durante a revisão do sistema de offloading de um FPSO, a equipe identifica dois problemas recorrentes na interface com o navio aliviador: dificuldade de desacoplamento quando o posicionamento relativo se degrada e desgaste prematuro das camadas externas do mangote por dobramento excessivo. Qual modificação de projeto ataca de forma mais direta as duas causas ao mesmo tempo?",1,True,True,True,3,Fácil
80d9d9002a-f0-d0-r17-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.92,"Em testes de transferência de custódia, observou-se variação sistemática na medição quando a linha opera após deslocamento com presença residual de água. A investigação mostra tendência de concentração da água na geratriz inferior do trecho de offloading. Na definição do ponto de medição fiscal, qual critério de instalação melhor reduz o risco metrológico nesse cenário?",0,False,True,False,1,Difícil
80d9d9002a-f0-d0-r17-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.91,"Em um FPSO, busca-se uma filosofia padronizada para medição fiscal de óleo e gás nas linhas de transferência. Considerando diferenças de densidade, viscosidade e a possível ocorrência de estratificação ou fases dispersas, qual especificação é tecnicamente mais consistente?",0,False,False,False,0,Difícil
80d9d9002a-f0-d0-r17-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.94,"Num retrofit de offloading, o skid de medição fiscal ficou muito próximo da conexão com o mangote, e a ligação rígida passou a transferir ao conjunto os esforços gerados pelo movimento relativo entre FPSO e navio aliviador. Mesmo sem vazamentos em regime normal, a engenharia identifica risco à exatidão metrológica e à integridade mecânica. Qual solução de projeto responde melhor a esse quadro?",1,True,True,True,3,Fácil
80d9d9002a-f0-d0-r17-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Fácil,0.88,"Uma linha de transferência de offloading apresenta tendência de deriva na medição fiscal ao longo dos meses, e a hipótese principal é perda de integridade interna da tubulação em trechos de difícil acesso. Para estruturar um programa de inspeção que ajude tanto a manutenção preventiva quanto a confiabilidade metrológica, qual combinação de técnicas é a mais aderente?",2,True,True,True,3,Fácil
80d9d9002a-f0-d0-r18-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.88,"Durante a revisão do sistema de offloading de um FPSO, verificou-se que o conjunto de medição fiscal fica na interface com a linha de transferência e o mangote do navio aliviador. Em campanhas com mar mais severo, ocorreram dificuldade de desconexão em emergência e aumento da frequência de troca do mangote por desgaste externo. Qual solução de projeto trata de forma mais direta essas duas causas?",0,True,True,True,3,Fácil
80d9d9002a-f0-d0-r18-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Difícil,0.89,"Após algumas operações de offloading, o óleo entregue ao navio aliviador tem apresentado teor de água acima do esperado. Simulações da linha indicam tendência de a água se concentrar na parte inferior do duto, menos perceptível em vazões mais altas; ao mesmo tempo, vazões maiores elevam o resíduo instantâneo, mas aceleram o decaimento temporal do conteúdo indesejado. Qual resposta de projeto e operação é mais adequada para a medição fiscal?",3,False,False,True,1,Difícil
80d9d9002a-f0-d0-r18-q3,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.91,"Na integração entre o skid de medição fiscal, a linha de transferência e o mangote, a equipe discute como acomodar a movimentação relativa entre FPSO e navio aliviador sem degradar a exatidão da medição. Qual arranjo atende melhor, ao mesmo tempo, à compatibilização mecânica e à integridade hidrodinâmica da seção medida?",3,False,True,True,2,Média
80d9d9002a-f0-d0-r18-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Fácil,0.89,"Em uma linha de medição fiscal de gás do FPSO, pretende-se reaproveitar critérios de layout do sistema de líquidos, mas o trecho disponível logo após uma válvula de controle gera forte perturbação do perfil de velocidade. Considerando as tecnologias convencionais aceitas para gás, qual decisão é mais apropriada?",3,True,False,True,2,Média
80d9d9002a-f0-d0-r18-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.91,"Um sistema de transferência associado à medição fiscal vem apresentando maior variabilidade operacional, e há suspeita de corrosão interna, amassamentos localizados e incrustações ao longo de trechos pouco acessíveis. Qual estratégia de integridade contribui de forma mais direta para preservar a confiabilidade metrológica e a segurança da transferência de custódia?",0,True,True,True,3,Fácil
80d9d9002a-f0-d0-r19-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.92,"Na revisão do arranjo de offloading de um FPSO, a equipe pretende manter a conexão entre a linha de transferência e o mangote por flanges aparafusados, porque isso simplifica a fabricação. A operação, porém, relata dois problemas recorrentes: dificuldade de desconexão em emergência quando o navio aliviador se desloca da posição ideal e desgaste acelerado do mangote por dobramento. Qual alternativa endereça melhor esses dois riscos sem criar um arranjo desfavorável para a medição fiscal?",1,True,True,True,3,Fácil
80d9d9002a-f0-d0-r19-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.94,"Em testes de aceitação de uma nova estação de medição fiscal no offloading, observou-se grande variabilidade no teor de água atribuído à carga transferida. A linha possui um trecho horizontal longo, com um ponto baixo antes do medidor, e simulações indicam tendência de a água se concentrar na região inferior, sobretudo em vazões mais baixas. Qual intervenção de projeto e operação é mais coerente com a integridade metrológica requerida?",2,True,True,True,3,Fácil
80d9d9002a-f0-d0-r19-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Difícil,0.86,"Após algumas operações de offloading, o navio aliviador passou a receber mais água do que o esperado na etapa final de deslocamento da linha. Em uma reunião de otimização, surgiu a dúvida entre reduzir ou elevar a vazão de deslocamento. Qual conclusão melhor representa esse comportamento?",2,False,False,False,0,Difícil
80d9d9002a-f0-d0-r20-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.89,"Em uma revisão de projeto do sistema de offloading de um FPSO, a equipe identificou dois problemas recorrentes no arranjo entre a linha de transferência e o mangote do navio aliviador: dificuldade de desconexão em emergência quando há mau posicionamento relativo entre as embarcações e aumento de desgaste externo do mangote por curvatura excessiva. Qual modificação de projeto tende a atacar melhor os dois problemas ao mesmo tempo?",3,False,False,True,1,Difícil
80d9d9002a-f0-d0-r20-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.94,"Durante o detalhamento da instalação de um skid de medição fiscal de óleo para offloading, simulações indicaram segregação parcial de água no fundo da linha em certos regimes de vazão. A equipe precisa definir o trecho de medição. Qual escolha é mais consistente com a integridade metrológica do sistema?",1,True,True,True,3,Fácil
80d9d9002a-f0-d0-r20-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.88,"Em uma linha de exportação de gás de unidade offshore, ocorrem episódios de arraste de líquido quando a separação a montante sai da faixa ideal. Na definição da medição fiscal para transferência de custódia, qual premissa de projeto é a mais adequada?",1,False,False,True,1,Difícil
80d9d9002a-f0-d0-r20-q3,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Difícil,0.86,"Nos testes de comissionamento de uma linha de offloading, observou-se que a quantidade de água residual enviada ao navio aliviador varia sensivelmente com a estratégia de deslocamento da linha. Parte da equipe defende reduzir a vazão de deslocamento para diminuir o arraste; outra parte propõe aumentar a vazão para limpar a linha mais rapidamente. Qual interpretação melhor sustenta a definição do procedimento operacional?",0,False,True,True,2,Média
2f51e62cdd-f0-d0-r11-q0,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.95,"Na preparação para a entrada em operação de um FPSO, a gerência conclui que, como várias práticas do SGSO já aparecem em regulamentos existentes, o orçamento adicional para implementação pode ser reduzido ao mínimo. Qual avaliação é mais adequada?",3,False,False,False,0,Difícil
2f51e62cdd-f0-d0-r11-q1,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.9,"Durante a elaboração da matriz de correlação do SGSO para um FPSO, a equipe de compliance decide montá-la sem envolver operação, manutenção e supervisão de bordo, tratando o documento como um mapeamento regulatório genérico. Qual é o principal risco dessa abordagem?",0,True,True,True,3,Fácil
2f51e62cdd-f0-d0-r11-q5,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.93,"Em um FPSO, cresceram as notificações de desvios e quase acidentes, porém o tratamento das pendências é lento e o aprendizado gerado não é disseminado de forma uniforme entre equipes, turnos e funções. Que mudança mais fortalece o SGSO nesse quadro?",1,True,True,True,3,Fácil
2f51e62cdd-f0-d0-r12-q0,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Fácil,0.94,"Na preparação para o início de operação de um FPSO, a diretoria aprovou uma política de segurança e informou que a unidade já possui procedimentos operacionais consolidados. Na revisão do sistema, porém, verificou-se que não há definição explícita de quem responde por treinamento, auditorias, investigação de incidentes, manutenção da documentação e provisão de recursos para essas atividades. Qual avaliação é mais consistente com um SGSO eficaz?",0,True,True,True,3,Fácil
2f51e62cdd-f0-d0-r12-q1,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.95,"Durante uma parada programada de manutenção em um FPSO, haverá grande mobilização de empresas contratadas para trabalhos simultâneos. A gerência quer estruturar a interface com terceiros de forma aderente ao SGSO, reduzindo falhas de comunicação e riscos decorrentes de fatores humanos. Qual arranjo é mais apropriado?",2,True,True,True,3,Fácil
2f51e62cdd-f0-d0-r12-q2,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.92,"Uma operadora de FPSO identificou que boa parte de seus procedimentos já atende a exigências regulatórias semelhantes às práticas do SGSO, embora com nomenclaturas diferentes. A direção pretende evitar retrabalho na implantação. Qual estratégia tende a ser mais robusta do ponto de vista gerencial e de conformidade?",3,True,True,True,3,Fácil
